"id","Orientation_date","Orientation_time","freq_down","freq_down_unit","batchnumber","true_value_Lon","true_value_lat","true_value_error","result_confidence","false_value_lon","false_value_lat","freq_up","freq_up_unit","multiAccessMode","modulate_pattern","code_Mode","bandwidth","bandwidth_unit","sps","sps_unit","medial_sat_norad","adjacent_sat_norad1","adjacent_sat_norad2"
"926662","2020/6/14","05:31:05","266950","KHz","3339","129.916","25.690","16059","0.840","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926663","2020/6/14","05:31:11","266950","KHz","3350","146.594","14.709","23808","0.770","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926664","2020/6/14","05:30:34","252050","KHz","9996","146.701","14.166","19003","0.810","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926665","2020/6/14","05:30:33","252050","KHz","1432","146.780","14.796","23512","0.770","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926666","2020/6/14","05:31:49","252050","KHz","1432","146.776","14.781","23512","0.770","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","9613","Hz","25258","44637","40892"
"926667","2020/6/14","05:29:09","266950","KHz","9972","129.950","25.451","17003","0.830","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926668","2020/6/14","05:32:16","266950","KHz","3266","122.972","27.580","15206","0.850","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926669","2020/6/14","05:32:14","266950","KHz","3350","146.596","14.722","23586","0.770","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926670","2020/6/14","05:31:47","266950","KHz","3378","146.762","14.655","23686","0.770","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926671","2020/6/14","05:31:02","268250","KHz","349","144.650","13.286","16659","0.840","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","9600","Hz","23467","44637","40892"
"926672","2020/6/14","05:31:33","268250","KHz","349","144.652","13.284","16659","0.840","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","9600","Hz","23467","44637","40892"
"926673","2020/6/14","05:32:05","268250","KHz","349","144.653","13.281","16659","0.840","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","19199","Hz","23467","44637","40892"
"926674","2020/6/14","05:30:03","266950","KHz","9972","129.951","25.441","16002","0.840","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926675","2020/6/14","05:25:33","268350","KHz","9979","129.943","25.507","12002","0.880","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926676","2020/6/14","05:32:43","266950","KHz","3266","122.977","27.580","15127","0.850","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926677","2020/6/14","05:33:15","266950","KHz","3266","122.976","27.575","15127","0.850","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926678","2020/6/14","05:33:16","266950","KHz","3350","146.598","14.781","23330","0.770","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926679","2020/6/14","05:32:17","266950","KHz","9977","122.987","27.355","18003","0.820","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926680","2020/6/14","05:33:48","268250","KHz","348","127.276","29.093","11209","0.890","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","9600","Hz","23467","44637","40892"
"926681","2020/6/14","05:32:47","268250","KHz","349","144.652","13.291","16476","0.840","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","19199","Hz","23467","44637","40892"
"926682","2020/6/14","05:33:12","268250","KHz","349","144.653","13.293","16476","0.840","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","19199","Hz","23467","44637","40892"
"926683","2020/6/14","05:33:49","268250","KHz","349","144.653","13.296","16476","0.840","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","19199","Hz","23467","44637","40892"
"926684","2020/6/14","05:25:34","268350","KHz","9979","129.930","25.464","18003","0.820","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926685","2020/6/14","05:34:09","266950","KHz","3266","122.974","27.498","15097","0.850","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19206","Hz","25258","44637","40892"
"926686","2020/6/14","05:34:16","266950","KHz","3350","146.600","14.764","23137","0.770","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926687","2020/6/14","05:33:50","266950","KHz","3397","145.706","15.409","22429","0.780","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926688","2020/6/14","05:33:50","268350","KHz","3046","107.093","6.544","42766","0.580","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926689","2020/6/14","05:34:20","268350","KHz","3046","107.097","6.538","42766","0.580","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926690","2020/6/14","05:32:21","266950","KHz","9972","129.953","25.434","10002","0.900","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926691","2020/6/14","05:32:44","266950","KHz","9977","122.980","27.449","5001","0.950","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926692","2020/6/14","05:30:39","268350","KHz","9982","144.861","13.597","12002","0.880","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926693","2020/6/14","05:35:13","266950","KHz","3266","122.969","27.573","14992","0.860","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926694","2020/6/14","05:34:37","266950","KHz","3349","144.687","13.703","24668","0.760","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926695","2020/6/14","05:35:12","266950","KHz","3350","146.592","14.739","22997","0.780","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926696","2020/6/14","05:35:03","268250","KHz","348","127.276","29.099","11155","0.890","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","9600","Hz","23467","44637","40892"
"926697","2020/6/14","05:34:09","268250","KHz","349","144.652","13.301","16329","0.840","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","19199","Hz","23467","44637","40892"
"926698","2020/6/14","05:34:42","268250","KHz","349","144.651","13.305","16329","0.840","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","9600","Hz","23467","44637","40892"
"926699","2020/6/14","05:35:14","268250","KHz","349","144.651","13.309","16329","0.840","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","19199","Hz","23467","44637","40892"
"926700","2020/6/14","05:30:28","268350","KHz","9982","144.855","13.481","20003","0.800","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926701","2020/6/14","05:35:43","252050","KHz","1432","146.759","14.689","22929","0.780","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926702","2020/6/14","05:35:20","252050","KHz","1491","127.279","29.418","14263","0.860","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926703","2020/6/14","05:35:35","268350","KHz","3003","144.701","13.771","24357","0.760","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926704","2020/6/14","05:35:43","268250","KHz","349","144.651","13.305","16215","0.840","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","19199","Hz","23467","44637","40892"
"926705","2020/6/14","05:36:20","268250","KHz","349","144.651","13.308","16215","0.840","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","19199","Hz","23467","44637","40892"
"926706","2020/6/14","05:30:59","252050","KHz","9996","146.727","14.390","11002","0.890","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926707","2020/6/14","05:35:40","266950","KHz","3349","144.686","13.720","24219","0.760","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926708","2020/6/14","05:36:39","266950","KHz","3349","144.694","13.664","24219","0.760","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926709","2020/6/14","05:36:15","266950","KHz","3350","146.596","14.729","22793","0.780","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926710","2020/6/14","05:36:10","268350","KHz","3023","146.620","14.846","22691","0.780","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926711","2020/6/14","05:36:47","268350","KHz","3044","139.743","35.212","12282","0.880","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926712","2020/6/14","05:36:02","268350","KHz","3051","129.869","25.857","15576","0.850","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926713","2020/6/14","05:33:35","266950","KHz","9972","129.944","25.479","13002","0.870","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926714","2020/6/14","05:35:01","266950","KHz","9977","122.983","27.395","10002","0.900","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926715","2020/6/14","05:36:39","268250","KHz","349","144.654","13.288","16126","0.840","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","9613","Hz","23467","44637","40892"
"926716","2020/6/14","05:37:17","268250","KHz","349","144.653","13.287","16126","0.840","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","19199","Hz","23467","44637","40892"
"926717","2020/6/14","05:35:02","266950","KHz","9977","122.989","27.372","13002","0.870","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926718","2020/6/14","05:35:08","266950","KHz","9972","129.946","25.436","14002","0.860","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926719","2020/6/14","05:35:22","266950","KHz","30","104.033","2.346","19003","0.810","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926720","2020/6/14","05:37:36","266950","KHz","3339","129.886","25.734","15520","0.850","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926721","2020/6/14","05:37:50","266950","KHz","3350","146.597","14.730","22509","0.780","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926722","2020/6/14","05:37:50","266950","KHz","3378","146.767","14.694","22550","0.780","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9613","Hz","25258","44637","40892"
"926723","2020/6/14","05:37:43","252050","KHz","1432","146.747","14.627","22653","0.780","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926724","2020/6/14","05:37:40","252050","KHz","1491","127.280","29.381","14129","0.860","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926725","2020/6/14","05:31:02","268350","KHz","9982","144.856","13.617","16002","0.840","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926726","2020/6/14","05:33:51","268350","KHz","21","107.139","6.058","3000","0.970","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926727","2020/6/14","05:36:33","266950","KHz","9972","129.951","25.431","17003","0.830","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926728","2020/6/14","05:37:04","266950","KHz","9977","122.990","27.381","16002","0.840","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926729","2020/6/14","05:38:37","252050","KHz","1432","146.738","14.562","22577","0.780","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926730","2020/6/14","05:38:42","266950","KHz","3339","129.889","25.722","15434","0.850","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9613","Hz","25258","44637","40892"
"926731","2020/6/14","05:38:07","266950","KHz","3350","146.595","14.742","22356","0.780","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926732","2020/6/14","05:38:43","266950","KHz","3350","146.594","14.741","22356","0.780","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926733","2020/6/14","05:37:42","268250","KHz","349","144.657","13.281","16000","0.850","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","19199","Hz","23467","44637","40892"
"926734","2020/6/14","05:38:35","268250","KHz","349","144.657","13.278","16000","0.850","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","9600","Hz","23467","44637","40892"
"926735","2020/6/14","05:33:58","268350","KHz","21","107.131","6.031","6001","0.940","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926736","2020/6/14","05:35:50","268350","KHz","9979","129.865","25.610","2000","0.980","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926737","2020/6/14","05:39:43","266950","KHz","3339","129.894","25.705","15360","0.850","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926738","2020/6/14","05:39:14","266950","KHz","3348","130.284","26.304","15131","0.850","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926739","2020/6/14","05:39:04","266950","KHz","3350","146.590","14.743","22199","0.780","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926740","2020/6/14","05:39:43","266950","KHz","3350","146.589","14.750","22199","0.780","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926741","2020/6/14","05:39:35","266950","KHz","3397","145.694","15.475","21475","0.790","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926742","2020/6/14","05:39:03","268250","KHz","349","144.659","13.281","15897","0.850","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","19199","Hz","23467","44637","40892"
"926743","2020/6/14","05:39:41","268250","KHz","349","144.659","13.282","15897","0.850","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","19199","Hz","23467","44637","40892"
"926744","2020/6/14","05:39:46","268350","KHz","3003","144.691","13.762","23527","0.770","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926745","2020/6/14","05:40:19","268350","KHz","3047","129.858","25.867","15258","0.850","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926746","2020/6/14","05:40:44","266950","KHz","3266","122.948","27.465","14661","0.860","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926747","2020/6/14","05:40:39","266950","KHz","3339","129.880","25.583","15350","0.850","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926748","2020/6/14","05:41:01","268250","KHz","348","127.264","29.110","10911","0.900","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","9613","Hz","23467","44637","40892"
"926749","2020/6/14","05:40:15","268250","KHz","349","144.662","13.265","15761","0.850","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","19199","Hz","23467","44637","40892"
"926750","2020/6/14","05:41:11","268250","KHz","349","144.662","13.263","15761","0.850","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","9586","Hz","23467","44637","40892"
"926751","2020/6/14","05:37:09","266950","KHz","9972","129.954","25.522","5001","0.950","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926752","2020/6/14","05:37:51","266950","KHz","9997","146.705","14.226","13002","0.870","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926753","2020/6/14","05:41:15","252050","KHz","1491","127.266","29.412","13874","0.870","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","9613","Hz","25258","44637","40892"
"926754","2020/6/14","05:41:48","252050","KHz","1491","127.263","29.415","13874","0.870","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926755","2020/6/14","05:41:37","266950","KHz","3266","122.948","27.466","14600","0.860","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926756","2020/6/14","05:41:09","266950","KHz","3339","129.904","25.558","15309","0.850","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926757","2020/6/14","05:41:43","266950","KHz","3350","146.593","14.749","21858","0.790","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926758","2020/6/14","05:35:49","268350","KHz","9979","129.861","25.555","9001","0.910","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926759","2020/6/14","05:42:08","268250","KHz","349","144.661","13.272","15672","0.850","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","9586","Hz","23467","44637","40892"
"926760","2020/6/14","05:40:31","268350","KHz","3023","146.645","15.278","21482","0.790","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926761","2020/6/14","05:41:12","268350","KHz","3044","139.727","35.269","12090","0.880","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926762","2020/6/14","05:42:20","268350","KHz","3053","129.917","25.808","15117","0.850","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926763","2020/6/14","05:40:20","266950","KHz","9972","129.933","25.462","15002","0.850","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926764","2020/6/14","05:40:36","266950","KHz","34","104.031","1.332","9001","0.910","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926765","2020/6/14","05:40:43","266950","KHz","9977","122.969","27.407","13002","0.870","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926766","2020/6/14","05:40:47","266950","KHz","9997","146.691","14.357","15002","0.850","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926767","2020/6/14","05:42:38","266950","KHz","3266","122.942","27.469","14531","0.860","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926768","2020/6/14","05:42:13","266950","KHz","3348","130.253","26.042","15024","0.850","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926769","2020/6/14","05:42:43","266950","KHz","3350","146.587","14.705","21738","0.790","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926770","2020/6/14","05:43:20","252050","KHz","1432","146.717","14.566","21812","0.790","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926771","2020/6/14","05:43:09","252050","KHz","1491","127.264","29.422","13798","0.870","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926772","2020/6/14","05:41:03","266950","KHz","9972","129.939","25.452","17003","0.830","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926773","2020/6/14","05:41:23","266950","KHz","9977","122.956","27.486","7001","0.930","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926774","2020/6/14","05:41:27","266950","KHz","24","103.993","1.929","3000","0.970","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926775","2020/6/14","05:41:52","266950","KHz","9997","146.685","14.253","15002","0.850","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926776","2020/6/14","05:40:19","268350","KHz","9979","129.863","25.609","9001","0.910","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926777","2020/6/14","05:44:12","266950","KHz","3266","122.922","27.517","14404","0.860","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926778","2020/6/14","05:43:04","266950","KHz","3339","129.915","25.665","15053","0.850","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926779","2020/6/14","05:44:00","266950","KHz","3339","129.917","25.659","15053","0.850","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926780","2020/6/14","05:43:39","266950","KHz","3349","144.686","13.624","22939","0.780","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926781","2020/6/14","05:43:37","266950","KHz","3350","146.589","14.712","21589","0.790","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926782","2020/6/14","05:43:38","266950","KHz","3378","146.726","14.619","21683","0.790","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926783","2020/6/14","05:42:30","268250","KHz","348","127.272","29.088","10854","0.900","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","9600","Hz","23467","44637","40892"
"926784","2020/6/14","05:42:38","268250","KHz","349","144.667","13.240","15632","0.850","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","9600","Hz","23467","44637","40892"
"926785","2020/6/14","05:43:37","252050","KHz","1432","146.734","14.653","21664","0.790","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926786","2020/6/14","05:43:30","252050","KHz","1490","146.597","14.706","21467","0.790","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926787","2020/6/14","05:44:14","252050","KHz","1490","146.599","14.743","21467","0.790","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926788","2020/6/14","05:42:12","266950","KHz","9972","129.938","25.424","20003","0.800","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926789","2020/6/14","05:40:20","268350","KHz","9979","129.868","25.626","3000","0.970","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926790","2020/6/14","05:44:31","266950","KHz","3266","122.919","27.518","14346","0.860","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926791","2020/6/14","05:45:06","266950","KHz","3266","122.916","27.520","14346","0.860","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926792","2020/6/14","05:45:00","266950","KHz","3339","129.932","25.677","14973","0.860","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926793","2020/6/14","05:45:08","266950","KHz","3348","130.265","26.455","14746","0.860","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926794","2020/6/14","05:44:33","266950","KHz","3350","146.589","14.739","21295","0.790","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926795","2020/6/14","05:45:20","266950","KHz","3350","146.588","14.739","21295","0.790","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","19199","Hz","25258","44637","40892"
"926796","2020/6/14","05:44:46","252050","KHz","1490","146.594","14.753","21296","0.790","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926797","2020/6/14","05:45:17","252050","KHz","1490","146.594","14.756","21296","0.790","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926798","2020/6/14","05:45:16","252050","KHz","1491","127.253","29.418","13674","0.870","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","9613","Hz","25258","44637","40892"
"926799","2020/6/14","05:42:42","268350","KHz","3053","129.934","25.605","15181","0.850","0.000","0.000","309350","KHz","TD","未知","未知","25000","Hz","9586","Hz","25258","44637","40892"
"926800","2020/6/14","05:43:05","266950","KHz","9972","129.934","25.427","14002","0.860","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926801","2020/6/14","05:43:28","266950","KHz","24","104.008","1.912","10002","0.900","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926802","2020/6/14","05:43:33","266950","KHz","9977","122.966","27.350","19003","0.810","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926803","2020/6/14","05:43:39","266950","KHz","9997","146.678","14.249","15002","0.850","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926804","2020/6/14","05:45:33","252050","KHz","1432","146.597","14.765","21336","0.790","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926805","2020/6/14","05:45:49","252050","KHz","1491","127.258","29.413","13644","0.870","0.000","0.000","293050","KHz","TD","未知","未知","25000","Hz","9613","Hz","25258","44637","40892"
"926806","2020/6/14","05:44:50","268250","KHz","348","127.265","29.093","10723","0.900","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","9600","Hz","23467","44637","40892"
"926807","2020/6/14","05:45:49","268250","KHz","348","127.262","29.096","10723","0.900","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","9600","Hz","23467","44637","40892"
"926808","2020/6/14","05:45:00","268250","KHz","349","144.661","13.277","15368","0.850","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","9600","Hz","23467","44637","40892"
"926809","2020/6/14","05:45:30","268250","KHz","349","144.661","13.281","15368","0.850","0.000","0.000","309250","KHz","TD","未知","未知","25000","Hz","9600","Hz","23467","44637","40892"
"926810","2020/6/14","05:46:17","266950","KHz","3339","129.850","25.772","14881","0.860","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926811","2020/6/14","05:45:48","266950","KHz","3348","130.260","26.183","14707","0.860","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","9600","Hz","25258","44637","40892"
"926812","2020/6/14","05:44:02","266950","KHz","9972","129.931","25.435","18003","0.820","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926813","2020/6/14","05:44:13","266950","KHz","9977","122.972","27.337","20003","0.800","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926814","2020/6/14","05:44:18","266950","KHz","24","104.008","2.268","16002","0.840","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
"926815","2020/6/14","05:44:29","266950","KHz","9997","146.689","14.268","15002","0.850","0.000","0.000","307950","KHz","TD","未知","未知","25000","Hz","0","Hz","25258","44637","40892"
